Region,Soil_Type,Soil_pH,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_Used_kg,Irrigation,Pesticides_Used_kg,Planting_Density,Previous_Crop,Yield_ton_per_ha
Region_C,Clay,7.41,1392.5,18.3,77.8,95.9,Drip,2.9,8.6,Rice,92.28
Region_B,Clay,6.55,554.3,31.8,82.7,226.6,Flood,35.8,18.2,Wheat,127.64
Region_A,Clay,7.47,424.3,21.5,55.3,299.7,Flood,34.1,19.6,Rice,172.74
Region_A,Loam,6.92,1016.7,24.4,30.1,165.6,Flood,4.7,18.7,Rice,111.23
Region_B,Loam,5.86,1062.5,31.0,31.8,128.1,Rainfed,17.7,19.9,Maize,106.88
Region_D,Loam,6.84,1133.5,19.3,61.5,122.8,Flood,4.2,18.7,Rice,92.27
Region_C,Clay,5.74,892.3,16.9,41.4,160.1,Flood,4.2,11.1,Rice,117.66
Region_D,Sandy,7.31,431.0,33.7,38.9,134.3,Drip,3.6,11.2,Wheat,90.01
Region_A,Clay,6.58,1315.9,30.0,34.0,177.7,Sprinkler,34.5,18.7,Maize,132.8
Region_D,Clay,7.35,804.7,32.0,38.2,242.6,Sprinkler,32.6,6.2,Rice,150.69
Region_D,Clay,6.36,770.4,31.6,37.7,297.9,Sprinkler,12.3,20.6,Rice,187.08
Region_D,Clay,6.43,729.6,24.4,48.2,264.2,Sprinkler,10.7,10.7,Wheat,161.77
Region_A,Sandy,5.71,985.9,28.0,85.3,72.2,Drip,26.7,10.4,Maize,74.53
Region_D,Loam,6.13,1365.6,21.6,36.4,62.4,Drip,46.1,6.2,Barley,82.25
Region_C,Clay,6.64,438.2,32.3,82.9,281.6,Flood,22.4,6.9,Maize,165.72
Region_C,Loam,6.69,1461.3,24.5,38.0,70.7,Flood,26.8,9.8,No_Previous_Crop,81.21
Region_C,Clay,7.09,1270.5,20.0,82.1,246.3,Flood,18.1,20.5,Wheat,162.56
Region_B,Loam,5.63,1140.6,32.8,67.6,223.6,Drip,25.1,16.6,Maize,154.98
Region_A,Loam,6.09,1210.6,30.9,77.3,253.6,Drip,3.9,19.8,Barley,171.73
Region_A,Clay,6.09,432.3,20.5,77.3,61.5,Rainfed,28.9,15.7,Barley,51.02
Region_B,Sandy,6.34,563.3,26.4,38.1,142.8,Flood,20.7,22.3,Barley,86.98
Region_A,Clay,6.56,1061.1,32.8,30.5,142.7,Drip,40.8,5.1,Maize,117.94
Region_C,Sandy,5.59,1371.1,33.0,52.2,189.7,Flood,47.7,10.2,Maize,141.38
Region_C,Sandy,6.99,1404.3,33.9,72.3,88.5,Rainfed,8.5,22.6,Rice,95.05
Region_B,Loam,7.29,318.8,21.2,47.6,127.0,Flood,11.3,18.8,Wheat,77.2
Region_C,Sandy,6.72,329.9,19.3,64.7,121.6,Drip,36.4,16.0,Maize,89.69
Region_B,Sandy,6.53,784.8,32.9,45.4,50.9,Sprinkler,45.2,23.6,No_Previous_Crop,55.61
Region_A,Sandy,6.52,828.7,28.3,38.3,124.2,Rainfed,11.9,23.5,Wheat,100.44
Region_B,Clay,6.44,314.6,20.7,52.8,75.3,Flood,14.8,11.8,Rice,56.58
Region_C,Sandy,7.42,1112.2,16.4,55.5,227.1,Flood,17.3,15.3,Wheat,156.15
Region_D,Loam,7.4,419.6,20.7,53.5,172.4,Rainfed,15.6,21.3,Rice,107.54
Region_D,Loam,7.22,1431.5,27.7,63.9,89.0,Flood,28.5,12.3,No_Previous_Crop,99.34
Region_A,Loam,6.82,1417.1,32.6,58.1,200.1,Sprinkler,41.0,19.6,Barley,142.65
Region_D,Sandy,5.65,1037.7,30.0,62.3,211.8,Drip,26.0,21.5,No_Previous_Crop,147.57
Region_A,Sandy,7.22,941.3,24.6,36.7,167.6,Flood,27.7,9.9,Rice,116.14
Region_D,Loam,6.39,1415.2,24.8,52.9,180.4,Flood,31.9,8.2,Barley,141.09
Region_C,Clay,6.81,441.6,32.7,53.6,205.4,Rainfed,11.1,20.6,Wheat,117.99
Region_D,Clay,6.01,1299.3,15.2,37.8,125.1,Rainfed,27.0,24.9,Barley,103.64
Region_B,Clay,6.38,435.1,29.5,79.2,204.8,Flood,9.7,11.6,Rice,126.93
Region_D,Sandy,5.8,261.8,19.0,83.6,189.3,Flood,8.6,7.6,No_Previous_Crop,116.73
Region_D,Sandy,5.65,1095.5,30.4,44.0,242.7,Flood,29.2,21.0,Barley,158.8
Region_B,Sandy,6.08,910.8,32.5,50.5,80.6,Rainfed,21.8,24.6,Maize,72.84
Region_C,Loam,5.6,1205.0,16.6,57.8,248.9,Drip,23.5,17.9,No_Previous_Crop,160.76
Region_C,Loam,6.06,329.3,16.2,87.2,280.2,Sprinkler,29.4,12.3,No_Previous_Crop,151.96
Region_A,Loam,5.92,1265.9,29.8,73.9,237.4,Sprinkler,46.2,19.7,Wheat,167.97
Region_B,Sandy,6.99,1005.4,22.5,78.7,299.7,Flood,40.4,20.8,Wheat,181.98
Region_B,Sandy,6.88,566.7,22.8,72.7,85.3,Rainfed,14.7,8.6,No_Previous_Crop,62.13
Region_C,Sandy,5.5,345.7,26.1,73.0,200.1,Flood,33.8,5.7,No_Previous_Crop,117.48
Region_B,Loam,7.32,1255.6,25.1,84.0,188.6,Drip,12.7,10.4,No_Previous_Crop,142.42
Region_D,Sandy,6.86,1321.6,28.9,59.5,170.8,Rainfed,47.6,21.3,Rice,131.4
Region_B,Sandy,6.9,1052.3,18.1,56.2,229.1,Sprinkler,19.6,5.8,Barley,148.51
Region_C,Clay,6.76,805.9,30.3,53.7,278.4,Flood,14.9,5.0,Rice,171.72
Region_D,Loam,7.07,1344.1,26.3,67.4,109.3,Rainfed,4.4,15.0,Barley,99.98
Region_A,Sandy,6.78,1047.4,18.3,58.9,274.7,Rainfed,21.6,11.4,Rice,171.61
Region_C,Loam,5.88,1158.9,23.1,33.4,140.5,Rainfed,5.7,8.1,No_Previous_Crop,104.32
Region_B,Clay,6.28,1267.8,30.5,57.8,248.6,Rainfed,4.1,16.9,Maize,162.4
Region_B,Sandy,5.97,757.3,21.3,32.8,130.7,Flood,0.8,6.8,No_Previous_Crop,90.53
Region_A,Loam,6.98,1191.8,25.2,84.9,123.5,Drip,15.9,23.2,No_Previous_Crop,104.05
Region_B,Clay,6.91,522.6,31.7,39.4,193.0,Flood,10.4,16.4,Barley,125.94
Region_C,Clay,6.65,263.9,21.6,39.5,180.2,Flood,3.8,11.2,Wheat,95.02
Region_C,Loam,6.34,592.3,17.7,57.1,169.5,Rainfed,34.9,14.1,Wheat,105.9
Region_D,Loam,6.92,583.9,34.3,55.3,146.7,Flood,30.9,24.1,Barley,102.45
Region_D,Clay,5.82,1053.5,15.3,34.9,54.8,Drip,49.7,16.4,Wheat,60.94
Region_A,Sandy,6.27,707.6,21.4,87.3,66.0,Sprinkler,13.7,20.0,Rice,59.73
Region_D,Loam,5.83,1123.4,24.8,44.2,73.9,Flood,44.5,19.4,Maize,66.9
Region_D,Loam,5.92,472.4,19.8,82.2,222.7,Rainfed,13.4,23.6,No_Previous_Crop,137.01
Region_D,Clay,6.35,1323.8,18.6,73.9,215.1,Flood,42.1,9.0,Rice,149.33
Region_C,Clay,6.94,273.7,18.9,46.5,84.4,Sprinkler,32.6,19.5,Wheat,50.46
Region_D,Clay,7.34,654.2,26.0,66.0,70.7,Drip,26.8,13.0,Rice,56.33
Region_C,Loam,5.82,1062.6,29.1,75.5,279.8,Sprinkler,3.6,8.9,Wheat,175.91
Region_B,Sandy,6.15,833.8,19.8,60.5,203.0,Rainfed,32.3,24.3,Barley,130.87
Region_A,Sandy,6.73,1484.6,20.6,82.3,188.5,Flood,19.3,10.5,Wheat,145.3
Region_C,Loam,6.15,693.9,30.9,63.9,95.1,Flood,29.3,11.0,No_Previous_Crop,75.44
Region_A,Loam,6.33,1131.7,32.0,73.1,284.5,Rainfed,30.7,18.3,Rice,175.28
Region_B,Clay,7.22,1028.0,33.9,81.2,74.6,Rainfed,39.5,21.7,Wheat,73.87
Region_A,Loam,6.68,438.2,30.7,49.9,158.1,Drip,28.2,22.5,Maize,105.67
Region_A,Sandy,6.72,360.7,19.3,81.9,64.5,Flood,45.1,22.0,Wheat,51.11
Region_B,Sandy,5.57,950.1,29.3,39.6,225.6,Rainfed,36.4,23.4,Barley,151.81
Region_A,Loam,6.94,247.4,25.9,61.6,93.6,Sprinkler,45.8,12.0,No_Previous_Crop,65.31
Region_B,Loam,5.84,579.6,19.9,67.5,98.1,Drip,8.8,22.4,No_Previous_Crop,65.78
Region_D,Loam,6.38,1047.8,27.2,75.0,232.6,Drip,34.3,21.3,Rice,151.65
Region_D,Loam,7.17,1262.9,29.8,81.9,126.4,Rainfed,44.5,12.9,Rice,102.9
Region_D,Clay,7.41,739.9,16.7,89.0,264.8,Rainfed,14.0,19.4,No_Previous_Crop,159.92
Region_C,Sandy,6.3,426.0,20.3,61.0,184.9,Sprinkler,14.9,12.3,Wheat,102.34
Region_C,Clay,6.12,320.4,19.3,90.0,287.6,Sprinkler,39.8,22.2,Wheat,151.78
Region_D,Loam,5.92,928.5,24.5,72.7,255.6,Sprinkler,35.4,25.0,Maize,171.23
Region_A,Clay,5.82,562.8,22.0,52.6,252.7,Rainfed,18.2,9.9,Rice,137.79
Region_C,Sandy,6.2,513.7,23.6,30.3,77.6,Flood,34.0,10.1,Rice,49.41
Region_B,Loam,6.93,1107.7,16.2,79.7,254.2,Rainfed,28.6,16.0,Barley,162.29
Region_D,Loam,5.83,1447.0,33.7,65.2,199.4,Flood,27.5,15.1,Rice,154.39
Region_D,Loam,7.49,816.5,29.8,30.0,120.2,Drip,15.4,12.2,Wheat,94.01
Region_A,Sandy,6.29,795.4,29.5,40.9,268.2,Drip,35.2,17.5,No_Previous_Crop,157.46
Region_D,Clay,5.75,937.1,22.3,76.1,227.3,Sprinkler,8.9,14.6,Maize,145.49
Region_D,Clay,6.54,882.2,16.3,49.6,271.0,Sprinkler,11.6,24.3,Maize,171.96
Region_A,Clay,5.9,1438.4,16.6,43.1,63.3,Rainfed,9.5,9.7,Barley,82.4
Region_B,Sandy,6.32,1186.4,21.5,64.7,297.3,Sprinkler,15.7,9.9,Barley,175.56
Region_A,Loam,7.06,1055.9,19.5,46.7,279.1,Sprinkler,3.6,14.6,No_Previous_Crop,177.02
Region_B,Loam,6.78,700.9,24.5,66.8,281.8,Flood,34.1,5.8,No_Previous_Crop,171.68
Region_D,Sandy,6.31,802.1,19.7,50.1,110.0,Drip,21.4,18.7,Maize,82.19
Region_D,Sandy,5.96,789.6,27.2,72.9,170.4,Drip,44.9,5.3,Maize,105.04
Region_C,Clay,5.96,729.8,24.4,75.6,186.9,Drip,16.5,8.6,Barley,127.64
Region_B,Clay,6.13,1189.9,21.8,48.6,133.4,Drip,2.2,9.0,Rice,109.33
Region_A,Sandy,6.98,792.3,34.8,47.2,88.1,Rainfed,44.7,5.1,Maize,83.76
Region_B,Sandy,6.01,1289.1,16.1,53.8,163.2,Drip,8.2,22.0,Rice,112.84
Region_D,Loam,7.04,853.1,17.8,69.3,223.8,Rainfed,32.5,11.3,Maize,139.46
Region_D,Sandy,6.55,1077.5,34.9,68.5,294.3,Sprinkler,41.5,23.5,Maize,177.62
Region_C,Loam,5.73,546.3,22.3,42.8,113.5,Drip,42.0,13.1,No_Previous_Crop,75.61
Region_A,Loam,7.28,341.0,33.3,72.0,54.4,Sprinkler,23.2,13.4,Rice,45.17
Region_A,Loam,6.05,817.7,17.3,80.8,283.7,Rainfed,45.5,10.6,Wheat,167.5
Region_C,Loam,6.67,1386.8,26.6,46.5,132.5,Sprinkler,0.9,8.6,Maize,106.55
Region_C,Clay,7.38,239.3,32.7,60.4,200.8,Rainfed,31.1,6.1,Wheat,111.73
Region_D,Loam,5.59,996.6,26.3,39.1,73.6,Flood,47.2,22.6,Wheat,73.46
Region_B,Clay,6.73,996.9,26.5,32.5,185.7,Drip,17.4,22.0,Maize,130.39
Region_D,Clay,7.2,844.5,18.2,41.5,276.7,Flood,10.2,11.6,Rice,155.04
Region_D,Clay,5.82,313.5,22.3,63.0,145.0,Sprinkler,6.6,18.0,Rice,90.94
Region_A,Sandy,6.8,1280.2,32.7,69.4,175.2,Drip,48.5,14.8,Maize,134.81
Region_C,Clay,7.13,995.8,30.9,68.4,56.5,Sprinkler,49.2,5.9,Maize,64.03
Region_D,Sandy,6.73,1458.2,24.4,76.7,258.6,Sprinkler,44.8,14.1,Maize,177.95
Region_A,Clay,6.62,432.3,30.9,62.8,184.6,Flood,11.9,5.2,Wheat,107.85
Region_C,Clay,6.46,1088.3,15.3,74.8,246.2,Drip,33.1,23.7,Maize,156.12
Region_D,Clay,7.15,209.8,26.6,76.3,59.7,Drip,13.9,9.5,Rice,40.0
Region_A,Sandy,7.15,213.5,26.1,53.9,123.7,Flood,31.3,24.6,Rice,77.95
Region_B,Clay,6.96,1091.9,21.4,83.6,206.9,Sprinkler,39.8,9.7,Barley,137.0
Region_C,Sandy,6.26,1096.5,22.5,75.2,238.4,Drip,6.7,16.6,No_Previous_Crop,158.25
Region_D,Clay,6.76,1310.6,17.2,51.6,66.5,Drip,13.2,22.4,Barley,71.28
Region_A,Clay,7.47,207.1,25.0,40.3,71.9,Rainfed,25.7,12.1,Wheat,47.02
Region_D,Loam,6.37,790.2,22.4,59.5,74.2,Rainfed,9.1,14.2,No_Previous_Crop,66.0
Region_D,Loam,6.44,1140.5,26.3,79.3,272.5,Sprinkler,27.0,5.3,No_Previous_Crop,176.75
Region_C,Clay,7.3,977.5,31.4,34.2,184.4,Drip,33.8,21.1,Maize,121.14
Region_A,Sandy,7.15,1330.8,29.4,72.4,267.1,Drip,40.5,12.2,Maize,173.99
Region_A,Loam,6.33,909.7,21.2,88.4,216.3,Rainfed,43.7,21.7,Barley,140.13
Region_B,Loam,5.82,1267.6,16.6,47.8,55.0,Drip,37.0,9.5,No_Previous_Crop,71.9
Region_A,Sandy,7.26,475.6,25.3,78.6,282.6,Flood,0.5,5.8,Wheat,156.51
Region_C,Loam,6.02,1091.9,28.6,44.4,66.2,Drip,0.1,12.6,Rice,63.04
Region_C,Loam,5.55,821.2,16.8,79.4,252.8,Drip,45.7,7.6,Maize,158.0
Region_D,Clay,6.38,383.9,33.0,77.9,105.3,Sprinkler,46.1,21.4,Barley,68.92
Region_C,Clay,6.06,1169.3,24.1,76.6,217.3,Sprinkler,8.8,11.7,Wheat,146.04
Region_D,Sandy,7.48,683.5,28.9,82.8,186.7,Sprinkler,13.2,20.3,No_Previous_Crop,130.56
Region_A,Loam,6.59,1356.2,28.3,40.8,166.7,Flood,16.7,16.9,No_Previous_Crop,117.1
Region_B,Sandy,7.34,976.4,23.3,87.6,173.5,Flood,12.7,15.6,Barley,127.27
Region_D,Clay,6.48,1483.5,28.8,65.5,87.4,Flood,49.0,6.2,Wheat,96.56
Region_B,Loam,7.38,1477.3,17.5,36.4,220.8,Drip,15.9,17.3,Maize,161.07
Region_D,Loam,5.51,1088.9,23.0,56.5,142.4,Flood,8.6,9.8,Wheat,102.99
Region_B,Sandy,6.48,1268.8,32.1,63.3,135.7,Rainfed,12.1,10.9,Barley,107.99
Region_D,Loam,6.32,323.2,31.1,35.7,130.8,Flood,39.7,16.0,Maize,87.7
Region_C,Sandy,7.28,1269.1,20.6,88.7,145.0,Rainfed,15.7,20.4,Wheat,117.62
Region_B,Sandy,6.75,483.1,19.5,85.0,197.1,Drip,49.3,15.4,Maize,117.93
Region_D,Loam,5.8,823.1,27.5,86.9,172.9,Drip,20.8,6.1,Wheat,121.23
Region_D,Clay,5.59,1164.7,26.7,78.6,172.0,Rainfed,16.2,8.0,No_Previous_Crop,128.11
Region_C,Clay,6.58,484.2,27.0,69.6,255.3,Sprinkler,46.2,6.3,No_Previous_Crop,151.12
Region_C,Loam,6.55,1217.1,22.9,67.5,257.6,Rainfed,29.6,6.2,Rice,167.68
Region_B,Sandy,7.28,741.8,17.5,35.7,101.9,Flood,34.1,6.2,Maize,67.9
Region_B,Loam,5.55,1051.8,32.9,89.2,165.9,Flood,26.6,18.2,Maize,120.96
Region_C,Sandy,6.79,653.9,16.9,47.3,202.0,Rainfed,30.4,12.7,Rice,121.71
Region_C,Sandy,6.73,1048.0,30.2,50.0,267.5,Sprinkler,35.2,15.8,Maize,170.2
Region_B,Loam,6.56,1028.3,33.3,65.8,268.7,Flood,37.8,7.9,No_Previous_Crop,174.69
Region_C,Sandy,6.53,967.8,16.2,34.2,67.5,Sprinkler,33.2,13.2,Barley,63.02
Region_C,Clay,5.61,560.4,18.7,48.6,280.0,Flood,34.1,10.1,Maize,161.23
Region_B,Loam,7.3,572.7,21.2,50.3,151.3,Rainfed,30.5,8.3,Wheat,98.14
Region_A,Sandy,7.49,1464.3,16.0,86.5,223.0,Flood,48.7,8.1,Barley,153.45
Region_B,Sandy,7.26,495.3,16.9,82.2,197.7,Flood,19.3,17.4,Barley,120.32
Region_B,Sandy,7.45,655.1,20.0,82.9,147.5,Rainfed,46.4,12.9,Maize,95.64
Region_A,Sandy,6.27,957.9,15.9,63.0,144.5,Flood,25.0,7.7,No_Previous_Crop,104.08
Region_C,Sandy,6.05,1215.3,34.0,68.8,252.6,Drip,19.7,8.0,Barley,166.61
Region_C,Sandy,7.44,296.7,29.5,33.6,55.6,Sprinkler,39.6,13.3,Maize,36.15
Region_A,Clay,7.13,1286.0,22.3,34.7,201.3,Sprinkler,20.4,5.4,Maize,145.13
Region_C,Clay,6.12,810.4,20.5,59.9,165.5,Sprinkler,9.0,5.7,Wheat,112.35
Region_C,Clay,6.86,209.5,34.3,72.3,254.7,Drip,3.6,9.8,Maize,136.11
Region_B,Clay,7.09,285.8,29.1,35.4,250.3,Rainfed,28.8,21.5,Rice,142.83
Region_C,Loam,6.84,236.6,31.2,34.6,57.5,Drip,10.9,19.4,Rice,43.1
Region_A,Loam,7.31,510.4,19.5,88.7,151.8,Drip,16.7,17.3,No_Previous_Crop,86.88
Region_D,Sandy,6.85,1210.8,22.9,84.9,61.0,Sprinkler,15.3,12.3,No_Previous_Crop,73.07
Region_A,Clay,7.24,887.9,28.5,53.0,60.8,Flood,48.4,12.8,Wheat,63.55
Region_C,Loam,7.24,562.0,23.8,43.5,281.2,Flood,7.9,20.2,Rice,160.07
Region_D,Loam,6.22,1325.8,17.7,62.3,259.5,Drip,48.2,7.5,Rice,169.58
Region_B,Sandy,6.74,604.7,26.6,88.5,245.7,Drip,28.4,14.8,Maize,149.54
Region_D,Sandy,6.4,727.9,21.3,56.1,98.2,Flood,31.3,15.1,Wheat,82.35
Region_C,Sandy,6.23,227.8,17.5,68.5,295.6,Flood,39.0,9.8,Maize,161.4
Region_C,Sandy,6.46,1128.2,34.9,64.7,262.6,Drip,37.3,16.7,Rice,174.28
Region_A,Loam,7.0,520.2,20.3,73.7,296.4,Rainfed,18.2,16.5,No_Previous_Crop,162.57
Region_D,Clay,5.65,1321.5,20.8,75.2,179.8,Flood,38.4,8.1,Maize,143.76
Region_D,Sandy,6.82,965.7,34.6,41.5,84.3,Sprinkler,22.5,10.9,No_Previous_Crop,65.74
Region_C,Loam,5.86,1032.9,17.2,70.1,116.0,Flood,28.3,18.0,Barley,85.48
Region_C,Loam,7.38,797.4,33.1,37.6,237.4,Flood,45.2,8.9,Rice,152.38
Region_B,Sandy,6.17,892.9,19.1,53.9,110.6,Rainfed,44.5,6.9,Barley,83.3
Region_A,Sandy,7.28,470.1,30.4,71.8,140.4,Flood,23.9,11.7,Barley,87.73
Region_A,Sandy,6.39,908.8,25.2,88.0,265.9,Sprinkler,36.9,17.0,Rice,165.59
Region_D,Loam,6.5,640.2,18.1,40.6,265.8,Flood,21.2,23.9,No_Previous_Crop,152.13
Region_B,Clay,6.99,1484.0,29.1,79.5,270.3,Rainfed,25.1,5.0,Barley,177.72
Region_B,Loam,6.41,1108.9,25.4,30.5,251.8,Drip,6.8,18.1,Rice,160.21
Region_B,Clay,6.93,1155.9,20.9,76.3,230.5,Sprinkler,47.5,21.9,Rice,160.85
Region_C,Loam,7.01,337.3,29.6,34.3,96.4,Sprinkler,1.4,22.3,Rice,56.3
Region_D,Loam,5.58,563.9,29.3,67.0,103.4,Rainfed,18.7,11.5,Barley,66.47
Region_B,Loam,6.38,1463.9,33.8,44.6,149.9,Sprinkler,31.1,21.2,Rice,117.53
Region_C,Sandy,5.97,278.0,27.3,48.0,144.3,Drip,9.2,22.8,Barley,83.82
Region_B,Clay,6.58,1198.6,28.4,75.8,284.7,Sprinkler,44.6,7.8,Rice,181.67
Region_B,Sandy,6.45,795.3,33.2,45.8,51.8,Rainfed,37.3,18.4,Wheat,54.21
Region_A,Sandy,5.96,1389.4,26.3,86.4,247.2,Flood,34.0,8.0,Maize,171.48
Region_A,Sandy,6.49,854.1,21.9,89.0,291.8,Sprinkler,12.6,20.0,Maize,184.48
Region_B,Sandy,6.51,456.7,25.5,58.1,263.3,Sprinkler,29.0,9.1,No_Previous_Crop,157.44
Region_B,Clay,7.31,1458.2,34.7,77.5,152.2,Drip,1.4,22.8,Maize,134.16
Region_C,Clay,6.66,1261.6,33.7,49.2,119.2,Drip,19.6,16.1,Rice,105.44
Region_C,Clay,6.06,372.4,34.7,74.0,207.7,Drip,8.0,10.8,Maize,127.11
Region_A,Sandy,6.51,628.6,26.2,62.7,166.5,Flood,9.9,14.8,Maize,109.39
Region_A,Clay,6.92,1077.2,31.8,38.0,264.0,Drip,43.8,19.4,No_Previous_Crop,168.28
Region_A,Loam,5.5,358.3,29.5,84.4,265.5,Rainfed,47.6,22.8,Maize,148.46
Region_A,Clay,7.38,1264.5,31.8,52.3,113.7,Flood,2.3,23.3,No_Previous_Crop,101.13
Region_C,Sandy,5.64,1388.8,28.2,74.7,278.6,Rainfed,14.6,19.2,Barley,184.37
Region_D,Loam,6.78,1201.5,15.6,73.0,224.5,Flood,24.1,11.7,Maize,155.17
Region_C,Loam,7.47,948.0,26.7,80.2,284.9,Rainfed,29.4,22.2,Rice,173.09
Region_B,Clay,6.99,872.6,21.7,81.8,266.5,Drip,28.5,16.4,No_Previous_Crop,166.84
Region_D,Sandy,6.94,877.9,27.6,30.0,137.5,Drip,34.4,10.0,Wheat,108.63
Region_C,Loam,5.54,1096.1,28.5,68.4,279.2,Sprinkler,28.7,8.5,Barley,192.57
Region_A,Sandy,6.83,1063.9,27.0,45.5,137.0,Rainfed,41.5,14.4,Maize,104.16
Region_B,Sandy,6.37,518.7,27.7,46.8,68.3,Rainfed,11.6,23.0,Wheat,61.81
Region_C,Clay,7.21,978.0,32.9,50.4,69.1,Sprinkler,43.1,22.5,Barley,69.59
Region_A,Sandy,5.92,1131.2,27.3,36.3,255.7,Sprinkler,26.6,24.9,Wheat,173.05
Region_B,Sandy,7.47,1073.8,20.4,45.4,273.5,Rainfed,42.2,17.1,Wheat,171.31
Region_A,Clay,7.2,970.8,20.8,83.5,224.5,Flood,45.5,7.5,No_Previous_Crop,143.96
Region_D,Clay,7.26,1322.2,34.9,79.1,272.6,Rainfed,17.7,19.5,Barley,189.76
Region_A,Loam,5.84,484.4,20.1,77.6,154.8,Drip,20.3,24.8,Rice,93.05
Region_D,Sandy,7.06,912.3,17.7,75.2,271.2,Rainfed,7.1,21.0,Barley,166.66
Region_D,Sandy,6.07,959.1,20.1,81.2,218.3,Sprinkler,41.1,17.6,Rice,145.7
Region_D,Sandy,6.63,481.1,28.5,66.3,188.6,Flood,9.7,7.4,Rice,112.74
Region_A,Clay,6.35,1186.2,30.8,86.3,207.7,Sprinkler,12.5,10.1,Wheat,137.48
Region_C,Loam,6.41,278.2,20.5,52.7,265.3,Flood,7.9,17.1,No_Previous_Crop,158.17
Region_A,Sandy,6.29,670.2,18.4,52.5,54.2,Drip,3.9,9.2,Barley,51.72
Region_D,Loam,7.04,396.1,28.0,43.1,207.6,Rainfed,20.1,20.6,Rice,136.15
Region_A,Loam,6.23,1242.0,32.3,31.3,65.0,Sprinkler,36.9,12.8,Barley,82.09
Region_B,Clay,5.94,1406.1,28.4,81.9,257.4,Rainfed,33.5,14.8,Wheat,182.16
Region_B,Sandy,6.6,360.8,34.0,89.0,212.9,Drip,28.6,11.0,Rice,118.49
Region_C,Sandy,6.01,1017.9,25.9,50.6,123.0,Drip,18.7,19.9,Rice,97.22
Region_B,Loam,5.69,328.8,27.2,50.6,220.9,Flood,20.6,12.8,Wheat,137.69
Region_C,Clay,6.28,988.3,17.1,68.7,281.7,Rainfed,0.8,17.5,Rice,175.23
Region_D,Sandy,6.66,841.8,32.3,73.1,217.5,Drip,6.6,23.2,Wheat,143.38
Region_B,Clay,6.59,287.7,24.4,86.5,169.6,Sprinkler,35.8,11.1,No_Previous_Crop,89.85
Region_C,Clay,5.81,1081.4,24.3,56.0,213.0,Flood,26.8,14.4,Rice,146.6
Region_C,Loam,7.47,1303.0,18.8,65.1,106.3,Flood,12.7,11.6,Rice,106.29
Region_D,Clay,7.47,1011.6,24.4,34.0,272.0,Flood,4.4,22.7,Maize,167.91
Region_C,Loam,5.51,1330.0,19.9,58.8,77.5,Rainfed,19.3,8.0,No_Previous_Crop,80.69
Region_B,Sandy,6.77,1089.8,19.5,84.1,242.1,Drip,26.7,6.3,Wheat,155.05
Region_A,Clay,7.18,1104.4,27.8,81.4,67.2,Flood,31.3,18.0,Rice,79.41
Region_B,Loam,7.34,337.9,23.3,85.2,63.1,Sprinkler,5.6,23.0,Rice,47.99
Region_D,Clay,6.22,1370.7,18.0,40.1,189.8,Drip,41.9,7.4,Wheat,143.03
Region_D,Clay,7.21,1345.5,35.0,64.2,190.5,Drip,33.7,7.8,Rice,146.08
Region_A,Loam,7.31,1172.2,25.6,32.1,226.6,Rainfed,50.0,5.3,Barley,155.12
Region_B,Loam,6.39,919.0,29.3,56.9,175.0,Flood,16.5,22.1,No_Previous_Crop,128.74
Region_C,Clay,6.16,803.4,32.5,76.9,186.8,Flood,15.5,20.6,Rice,119.56
Region_C,Loam,6.02,1012.1,31.5,73.4,258.4,Flood,44.6,21.8,Maize,170.32
Region_A,Clay,7.41,590.1,30.2,43.2,230.8,Flood,39.2,13.5,Maize,142.84
Region_A,Sandy,6.87,1037.0,23.3,33.7,103.3,Drip,16.0,21.5,Wheat,80.63
Region_A,Sandy,7.19,1061.6,17.2,85.9,276.6,Drip,14.8,11.7,No_Previous_Crop,181.99
Region_A,Loam,6.4,957.7,34.4,44.2,199.1,Rainfed,11.9,13.6,Rice,137.54
Region_D,Clay,5.52,800.3,30.4,73.1,195.4,Sprinkler,31.0,12.7,No_Previous_Crop,124.08
Region_B,Sandy,6.58,457.4,24.6,69.9,285.5,Rainfed,23.2,10.8,Maize,157.87
Region_C,Loam,6.08,1234.7,25.3,74.5,255.0,Drip,41.4,23.1,Barley,171.7
Region_D,Clay,6.45,1325.2,22.9,54.6,239.2,Drip,21.2,9.9,Maize,173.67
Region_A,Clay,6.52,1459.7,18.1,52.5,115.4,Sprinkler,0.6,17.4,Wheat,99.33
Region_A,Loam,7.31,1075.2,24.7,41.0,278.9,Drip,26.8,10.6,No_Previous_Crop,180.67
Region_C,Loam,6.88,377.8,27.9,76.4,273.9,Rainfed,44.7,6.8,Barley,157.08
Region_A,Clay,5.8,1244.8,16.2,36.0,75.1,Rainfed,38.5,10.9,Maize,74.61
Region_D,Sandy,5.88,1113.6,20.6,47.0,88.1,Flood,1.6,18.0,No_Previous_Crop,80.26
Region_A,Loam,7.24,284.2,33.4,44.5,118.0,Flood,16.0,10.8,Maize,75.5
Region_C,Loam,5.97,763.9,22.7,31.5,179.3,Drip,15.8,9.1,Maize,118.42
Region_C,Sandy,6.4,1345.5,21.4,79.4,96.8,Sprinkler,35.8,14.3,No_Previous_Crop,88.04
Region_B,Clay,6.15,857.0,29.8,70.6,117.2,Sprinkler,34.4,23.8,Rice,90.61
